system,learner_id,day,predictions,mae,rmse
gold-SimpleKT,L134,all,16,0.07183974937500003,0.09814304203094999
gold-SimpleKT,L143,all,16,0.07973144437500002,0.10202394010561883
gold-SimpleKT,L152,all,16,0.03236128,0.038457090375294906
gold-SimpleKT,L154,all,16,0.08421936249999998,0.09373563284764269
gold-SimpleKT,L164,all,16,0.028364941875,0.03472791465181369
gold-SimpleKT,L165,all,16,0.060994605625,0.06893340288689842
gold-SimpleKT,L171,all,16,0.04684625500000001,0.06456745044312082
gold-SimpleKT,L172,all,16,0.1047116725,0.11580373671746369
gold-SimpleKT,L185,all,16,0.09921938187499998,0.10942097453201251
gold-SimpleKT,L187,all,16,0.068530168125,0.08172203143840823
gold-SimpleKT,L193,all,16,0.044161525,0.05579200461644358
gold-SimpleKT,L206,all,16,0.04611062875000001,0.06537777240066077
gold-SimpleKT,L208,all,16,0.09246253125000002,0.10711095871974742
gold-SimpleKT,L211,all,16,0.03949085499999999,0.05167439346731681
gold-SimpleKT,L212,all,16,0.06344705499999999,0.07301472593401569
gold-SimpleKT,L235,all,16,0.07550618062499999,0.0836554308978042
gold-SimpleKT,L236,all,16,0.14174994250000003,0.14931873229994735
gold-SimpleKT,L239,all,16,0.06830031875000002,0.07763824628196106
