learner_id,day,concept_id,mastery
L063,10,F7,0.48731223
L063,10,F8,0.40866532
L063,20,F1,0.37544807
L063,20,F2,0.32880469
L063,20,F3,0.34945263
L063,20,F4,0.40712154
L063,20,F5,0.29877143
L063,20,F6,0.4178337
L063,20,F7,0.45097332
L063,20,F8,0.47433304
L064,10,F1,0.23794789
L064,10,F2,0.40578353
L064,10,F3,0.25655732
L064,10,F4,0.48808427
L064,10,F5,0.35776917
L064,10,F6,0.23261749
L064,10,F7,0.23707612
L064,10,F8,0.35094116
L064,20,F1,0.48045438
L064,20,F2,0.53055036
L064,20,F3,0.28338184
L064,20,F4,0.5674886
L064,20,F5,0.36159648
L064,20,F6,0.55378882
L064,20,F7,0.30710095
L064,20,F8,0.55074479
L065,10,F1,0.3016661
L065,10,F2,0.43833669
L065,10,F3,0.5292207
L065,10,F4,0.43977008
L065,10,F5,0.28112108
L065,10,F6,0.26979729
L065,10,F7,0.39165839
L065,10,F8,0.28437461
L065,20,F1,0.35478755
L065,20,F2,0.53327843
L065,20,F3,0.60864913
L065,20,F4,0.54516574
L065,20,F5,0.5960914
L065,20,F6,0.45358473
L065,20,F7,0.59759794
L065,20,F8,0.43322424
L066,10,F1,0.39563049
L066,10,F2,0.38203363
L066,10,F3,0.43205176
L066,10,F4,0.20626375
L066,10,F5,0.33908438
L066,10,F6,0.36038389
L066,10,F7,0.18946922
L066,10,F8,0.36639599
L066,20,F1,0.38593486
L066,20,F2,0.377866
L066,20,F3,0.50337401
L066,20,F4,0.36861098
L066,20,F5,0.49334306
L066,20,F6,0.47379898
L066,20,F7,0.4628616
L066,20,F8,0.4467502
L067,10,F1,0.30297439
L067,10,F2,0.37859784
L067,10,F3,0.38691514
L067,10,F4,0.31906449
L067,10,F5,0.22122361
L067,10,F6,0.29193181
L067,10,F7,0.3531542
L067,10,F8,0.51827643
L067,20,F1,0.40069467
L067,20,F2,0.36006373
L067,20,F3,0.45904861
L067,20,F4,0.43756003
L067,20,F5,0.46459235
L067,20,F6,0.40960561
L067,20,F7,0.34106995
L067,20,F8,0.59774121
L068,10,F1,0.50733167
L068,10,F2,0.35769841
L068,10,F3,0.61347663
L068,10,F4,0.33962237
L068,10,F5,0.30889153
L068,10,F6,0.49500248
L068,10,F7,0.58722183
L068,10,F8,0.32275612
L068,20,F1,0.62140215
L068,20,F2,0.39732712
L068,20,F3,0.68457124
L068,20,F4,0.45077626
L068,20,F5,0.3927032
L068,20,F6,0.6254454
L068,20,F7,0.68604595
L068,20,F8,0.72763182
L069,10,F1,0.31907362
L069,10,F2,0.26646821
L069,10,F3,0.54456211
L069,10,F4,0.31836169
L069,10,F5,0.43120287
L069,10,F6,0.37698499
L069,10,F7,0.57744027
L069,10,F8,0.35867712
L069,20,F1,0.47561293
L069,20,F2,0.51197817
L069,20,F3,0.68388077
L069,20,F4,0.38332142
L069,20,F5,0.53907291
L069,20,F6,0.5153032
L069,20,F7,0.6368327
L069,20,F8,0.53970704
L070,10,F1,0.49712564
L070,10,F2,0.44435311
L070,10,F3,0.40275981
L070,10,F4,0.29109761
L070,10,F5,0.31533914
L070,10,F6,0.32070587
L070,10,F7,0.4441324
L070,10,F8,0.36622722
L070,20,F1,0.61503605
L070,20,F2,0.41439614
L070,20,F3,0.37174529
L070,20,F4,0.4196729
L070,20,F5,0.52190378
L070,20,F6,0.48158192
L070,20,F7,0.51774034
L070,20,F8,0.4644412
L071,10,F1,0.35538565
L071,10,F2,0.27232421
L071,10,F3,0.31339868
L071,10,F4,0.35579449
L071,10,F5,0.42392133
L071,10,F6,0.32143183
L071,10,F7,0.28448969
L071,10,F8,0.33255944
L071,20,F1,0.3403898
L071,20,F2,0.32201799
L071,20,F3,0.33334527
L071,20,F4,0.34245962
L071,20,F5,0.48337881
L071,20,F6,0.31003421
L071,20,F7,0.3959365
L071,20,F8,0.31979949
L072,10,F1,0.36901281
L072,10,F2,0.28931521
L072,10,F3,0.27468716
L072,10,F4,0.3458231
L072,10,F5,0.27654373
L072,10,F6,0.51624885
L072,10,F7,0.25262157
L072,10,F8,0.38907366
L072,20,F1,0.53258237
L072,20,F2,0.29999505
L072,20,F3,0.49543353
L072,20,F4,0.4389014
L072,20,F5,0.42483342
L072,20,F6,0.61709115
L072,20,F7,0.32515312
L072,20,F8,0.53242542
L073,10,F1,0.26361798
L073,10,F2,0.52634318
L073,10,F3,0.27964048
L073,10,F4,0.20546712
L073,10,F5,0.18099336
L073,10,F6,0.43895777
L073,10,F7,0.2019572
L073,10,F8,0.49395951
L073,20,F1,0.28460616
L073,20,F2,0.56653825
L073,20,F3,0.43118646
L073,20,F4,0.56135045
L073,20,F5,0.41661859
L073,20,F6,0.53871195
L073,20,F7,0.47915547
L073,20,F8,0.67788751
L074,10,F1,0.27064215
L074,10,F2,0.54554765
L074,10,F3,0.40543241
L074,10,F4,0.27402012
L074,10,F5,0.2787017
L074,10,F6,0.35790567
L074,10,F7,0.24600428
L074,10,F8,0.5719371
L074,20,F1,0.51084883
L074,20,F2,0.61059999
L074,20,F3,0.40112207
L074,20,F4,0.47386638
L074,20,F5,0.3513662
L074,20,F6,0.36843244
L074,20,F7,0.55751539
L074,20,F8,0.60474211
L075,10,F1,0.56337651
L075,10,F2,0.49076777
L075,10,F3,0.4571955
L075,10,F4,0.58552904
L075,10,F5,0.54163396
L075,10,F6,0.43543202
L075,10,F7,0.53547755
L075,10,F8,0.47344276
L075,20,F1,0.65690193
L075,20,F2,0.70256023
L075,20,F3,0.60841454
L075,20,F4,0.5751928
L075,20,F5,0.70891347
L075,20,F6,0.64521519
L075,20,F7,0.6564042
L075,20,F8,0.6029819
L076,10,F1,0.24395754
L076,10,F2,0.39474998
L076,10,F3,0.32799906
L076,10,F4,0.42563661
L076,10,F5,0.51452214
L076,10,F6,0.23902748
L076,10,F7,0.40045107
L076,10,F8,0.39896169
L076,20,F1,0.39092878
L076,20,F2,0.40033471
L076,20,F3,0.50724062
L076,20,F4,0.58809118
L076,20,F5,0.58771779
L076,20,F6,0.44938738
L076,20,F7,0.40725663
L076,20,F8,0.40700166
L077,10,F1,0.3291527
L077,10,F2,0.31326175
L077,10,F3,0.29156661
L077,10,F4,0.30789432
L077,10,F5,0.43379602
L077,10,F6,0.35033146
L077,10,F7,0.55413174
L077,10,F8,0.27987941
L077,20,F1,0.47655351
L077,20,F2,0.58957576
L077,20,F3,0.46640459
L077,20,F4,0.50810489
L077,20,F5,0.42386126
L077,20,F6,0.48019441
L077,20,F7,0.59512827
L077,20,F8,0.54426781
L078,10,F1,0.23232953
L078,10,F2,0.3760243
L078,10,F3,0.31550872
L078,10,F4,0.36052022
L078,10,F5,0.36933658
L078,10,F6,0.41340226
L078,10,F7,0.38900873
L078,10,F8,0.32909832
L078,20,F1,0.34247372
L078,20,F2,0.45575689
L078,20,F3,0.46319374
L078,20,F4,0.35882661
L078,20,F5,0.4515561
L078,20,F6,0.50420291
L078,20,F7,0.38025581
L078,20,F8,0.45284627
L079,10,F1,0.40312308
L079,10,F2,0.29104797
L079,10,F3,0.47958013
L079,10,F4,0.30474265
L079,10,F5,0.47957839
L079,10,F6,0.24750678
L079,10,F7,0.31628588
L079,10,F8,0.3838742
L079,20,F1,0.51985109
L079,20,F2,0.31786336
L079,20,F3,0.63572052
L079,20,F4,0.35713384
L079,20,F5,0.56402944
L079,20,F6,0.34049061
L079,20,F7,0.48834293
L079,20,F8,0.39259943
L080,10,F1,0.34065318
L080,10,F2,0.31579511
L080,10,F3,0.41400449
L080,10,F4,0.33724801
L080,10,F5,0.33648682
L080,10,F6,0.32406407
L080,10,F7,0.40557319
L080,10,F8,0.37976249
L080,20,F1,0.42995357
L080,20,F2,0.45377218
L080,20,F3,0.3867234
L080,20,F4,0.41581615
L080,20,F5,0.35447944
L080,20,F6,0.34413501
L080,20,F7,0.46173404
L080,20,F8,0.44913318
L081,10,F1,0.33411323
L081,10,F2,0.41697894
L081,10,F3,0.21390681
L081,10,F4,0.27106613
L081,10,F5,0.33337854
L081,10,F6,0.22655501
L081,10,F7,0.26815632
L081,10,F8,0.20393814
L081,20,F1,0.43826965
L081,20,F2,0.56429372
L081,20,F3,0.30321009
L081,20,F4,0.41973256
L081,20,F5,0.33600865
L081,20,F6,0.24973525
L081,20,F7,0.2801593
L081,20,F8,0.2988509
L082,10,F1,0.25028025
L082,10,F2,0.27170794
L082,10,F3,0.28990002
L082,10,F4,0.21946253
L082,10,F5,0.38701587
L082,10,F6,0.48337828
L082,10,F7,0.33725873
L082,10,F8,0.27879594
L082,20,F1,0.49771652
L082,20,F2,0.47698795
L082,20,F3,0.5551503
L082,20,F4,0.56181826
L082,20,F5,0.3974526
L082,20,F6,0.67082261
L082,20,F7,0.49030255
L082,20,F8,0.44046095
L083,10,F1,0.31007924
L083,10,F2,0.45915448
L083,10,F3,0.43804804
L083,10,F4,0.31458037
L083,10,F5,0.47685637
L083,10,F6,0.48362674
L083,10,F7,0.50410059
L083,10,F8,0.33397799
L083,20,F1,0.51072714
L083,20,F2,0.58566904
L083,20,F3,0.45326173
L083,20,F4,0.55611516
L083,20,F5,0.67310799
L083,20,F6,0.66709997
L083,20,F7,0.50412325
L083,20,F8,0.4036145
L084,10,F1,0.26286982
L084,10,F2,0.34400018
L084,10,F3,0.2873456
L084,10,F4,0.42898428
L084,10,F5,0.41545299
L084,10,F6,0.234125
L084,10,F7,0.27851611
L084,10,F8,0.26469681
L084,20,F1,0.30527565
L084,20,F2,0.43300362
L084,20,F3,0.59801744
L084,20,F4,0.58215043
L084,20,F5,0.39357465
L084,20,F6,0.30955276
L084,20,F7,0.39419842
L084,20,F8,0.37739706
L085,10,F1,0.46738449
L085,10,F2,0.33425401
L085,10,F3,0.38714814
L085,10,F4,0.24118952
L085,10,F5,0.24578962
L085,10,F6,0.3176781
L085,10,F7,0.42374448
L085,10,F8,0.38417476
L085,20,F1,0.51772847
L085,20,F2,0.43341308
L085,20,F3,0.3677818
L085,20,F4,0.40090711
L085,20,F5,0.43368062
L085,20,F6,0.46173965
L085,20,F7,0.50673127
L085,20,F8,0.37163034
L086,10,F1,0.40025193
L086,10,F2,0.50266553
L086,10,F3,0.34095063
L086,10,F4,0.31143697
L086,10,F5,0.40161631
L086,10,F6,0.46116915
L086,10,F7,0.44714879
L086,10,F8,0.43171224
L086,20,F1,0.39926184
L086,20,F2,0.48077843
L086,20,F3,0.58062192
L086,20,F4,0.38037743
L086,20,F5,0.40431046
L086,20,F6,0.53425387
L086,20,F7,0.51708121
L086,20,F8,0.42709362
L087,10,F1,0.42504679
L087,10,F2,0.40808374
L087,10,F3,0.36348515
L087,10,F4,0.23249206
L087,10,F5,0.23354908
L087,10,F6,0.47470345
L087,10,F7,0.31532723
L087,10,F8,0.4050276
L087,20,F1,0.47946349
L087,20,F2,0.37785452
L087,20,F3,0.42762642
L087,20,F4,0.31700604
L087,20,F5,0.36275072
L087,20,F6,0.42720879
L087,20,F7,0.30783991
L087,20,F8,0.4608608
L088,10,F1,0.52257543
L088,10,F2,0.31514139
L088,10,F3,0.43476737
L088,10,F4,0.3857887
L088,10,F5,0.3314359
L088,10,F6,0.58394156
L088,10,F7,0.25922005
L088,10,F8,0.22615635
L088,20,F1,0.68408257
L088,20,F2,0.57883065
L088,20,F3,0.45707663
L088,20,F4,0.53507308
L088,20,F5,0.50071759
L088,20,F6,0.71521971
L088,20,F7,0.47471854
L088,20,F8,0.38078942
L089,10,F1,0.22845951
L089,10,F2,0.4180714
L089,10,F3,0.25600652
L089,10,F4,0.21967083
L089,10,F5,0.22264664
L089,10,F6,0.43562414
L089,10,F7,0.2004247
L089,10,F8,0.30242715
L089,20,F1,0.38717896
L089,20,F2,0.40492257
L089,20,F3,0.38830146
L089,20,F4,0.27421814
L089,20,F5,0.35286197
L089,20,F6,0.50692399
L089,20,F7,0.2861201
L089,20,F8,0.31459161
L090,10,F1,0.19970586
L090,10,F2,0.38072103
L090,10,F3,0.40422197
L090,10,F4,0.56374641
L090,10,F5,0.33929578
L090,10,F6,0.44337828
L090,10,F7,0.54786364
L090,10,F8,0.45190009
L090,20,F1,0.47212454
L090,20,F2,0.66790149
L090,20,F3,0.62105749
L090,20,F4,0.63043815
L090,20,F5,0.643928
L090,20,F6,0.57110681
L090,20,F7,0.61436522
L090,20,F8,0.54699544
L091,10,F1,0.42594384
L091,10,F2,0.21608353
L091,10,F3,0.35352531
L091,10,F4,0.22798714
L091,10,F5,0.33815319
L091,10,F6,0.44338466
L091,10,F7,0.22000957
L091,10,F8,0.20444096
L091,20,F1,0.42708824
L091,20,F2,0.35469013
L091,20,F3,0.36898252
L091,20,F4,0.45574251
L091,20,F5,0.35142485
L091,20,F6,0.52624455
L091,20,F7,0.33001748
L091,20,F8,0.36541791
L092,10,F1,0.30463975
L092,10,F2,0.32512071
L092,10,F3,0.27455048
L092,10,F4,0.37502913
L092,10,F5,0.49389797
L092,10,F6,0.27078373
L092,10,F7,0.28137865
L092,10,F8,0.24697172
L092,20,F1,0.40503847
L092,20,F2,0.45533861
L092,20,F3,0.38502566
L092,20,F4,0.37669129
L092,20,F5,0.47115563
L092,20,F6,0.47951251
L092,20,F7,0.39192322
L092,20,F8,0.34509727
L093,10,F1,0.35914577
L093,10,F2,0.48639882
L093,10,F3,0.25518458
L093,10,F4,0.29638206
L093,10,F5,0.59645664
L093,10,F6,0.2735269
L093,10,F7,0.52790867
L093,10,F8,0.38184011
L093,20,F1,0.74651637
L093,20,F2,0.59420027
L093,20,F3,0.49366118
L093,20,F4,0.52566816
L093,20,F5,0.57488262
L093,20,F6,0.51638222
L093,20,F7,0.51857146
L093,20,F8,0.64682758
L094,10,F1,0.2697925
L094,10,F2,0.28773856
L094,10,F3,0.46310539
L094,10,F4,0.43764079
L094,10,F5,0.28913825
L094,10,F6,0.36274954
L094,10,F7,0.52955489
L094,10,F8,0.29310798
L094,20,F1,0.35675458
L094,20,F2,0.43429685
L094,20,F3,0.62592877
L094,20,F4,0.53789379
L094,20,F5,0.33957893
L094,20,F6,0.56137011
L094,20,F7,0.48733548
L094,20,F8,0.48795153
L095,10,F1,0.27103236
L095,10,F2,0.25372506
L095,10,F3,0.50266443
L095,10,F4,0.26243117
L095,10,F5,0.28664155
L095,10,F6,0.45525074
L095,10,F7,0.37950329
L095,10,F8,0.30612378
L095,20,F1,0.32734613
L095,20,F2,0.31326552
L095,20,F3,0.52822101
L095,20,F4,0.44568777
L095,20,F5,0.39513939
L095,20,F6,0.48189527
L095,20,F7,0.44854005
L095,20,F8,0.40359986
L096,10,F1,0.59538788
L096,10,F2,0.57429574
L096,10,F3,0.31400284
L096,10,F4,0.4624292
L096,10,F5,0.58356345
L096,10,F6,0.46790435
L096,10,F7,0.45451847
L096,10,F8,0.33807651
L096,20,F1,0.73733303
L096,20,F2,0.70618732
L096,20,F3,0.60853459
L096,20,F4,0.6592886
L096,20,F5,0.63088843
L096,20,F6,0.64232559
L096,20,F7,0.6672361
L096,20,F8,0.64723821
L097,10,F1,0.31968589
L097,10,F2,0.30716013
L097,10,F3,0.42078688
L097,10,F4,0.28017389
L097,10,F5,0.50421364
L097,10,F6,0.34848618
L097,10,F7,0.57901211
L097,10,F8,0.52224415
L097,20,F1,0.52386055
L097,20,F2,0.54666531
L097,20,F3,0.52597044
L097,20,F4,0.34869231
L097,20,F5,0.47937384
L097,20,F6,0.51696093
L097,20,F7,0.7062546
L097,20,F8,0.49449095
L098,10,F1,0.33332556
L098,10,F2,0.22631654
L098,10,F3,0.46074246
L098,10,F4,0.48540477
L098,10,F5,0.27317607
L098,10,F6,0.360061
L098,10,F7,0.49746088
L098,10,F8,0.2884883
L098,20,F1,0.52555981
L098,20,F2,0.30964126
L098,20,F3,0.43675781
L098,20,F4,0.62365725
L098,20,F5,0.43919957
L098,20,F6,0.35291869
L098,20,F7,0.53973203
L098,20,F8,0.544903
L099,10,F1,0.28828658
L099,10,F2,0.26342074
L099,10,F3,0.2395194
L099,10,F4,0.29769963
L099,10,F5,0.23491611
L099,10,F6,0.38588101
L099,10,F7,0.47304478
L099,10,F8,0.42558429
L099,20,F1,0.3376873
L099,20,F2,0.5406073
L099,20,F3,0.51253583
L099,20,F4,0.348163
L099,20,F5,0.4990219
L099,20,F6,0.38407775
L099,20,F7,0.4577121
L099,20,F8,0.58843574
L100,10,F1,0.3071839
L100,10,F2,0.61530495
L100,10,F3,0.49395805
L100,10,F4,0.29692932
L100,10,F5,0.44848505
L100,10,F6,0.30228028
L100,10,F7,0.48323809
L100,10,F8,0.32538583
L100,20,F1,0.37331687
L100,20,F2,0.65116416
L100,20,F3,0.59437396
L100,20,F4,0.36779647
L100,20,F5,0.44089617
L100,20,F6,0.69145046
L100,20,F7,0.59541307
L100,20,F8,0.53252678
L101,10,F1,0.3891297
L101,10,F2,0.46118352
L101,10,F3,0.28023409
L101,10,F4,0.46007187
L101,10,F5,0.55539112
L101,10,F6,0.48424256
L101,10,F7,0.2421672
L101,10,F8,0.50259373
L101,20,F1,0.66091668
L101,20,F2,0.67524944
L101,20,F3,0.65726073
L101,20,F4,0.711715
L101,20,F5,0.73390318
L101,20,F6,0.61367735
L101,20,F7,0.6057397
L101,20,F8,0.61893706
L102,10,F1,0.33194717
L102,10,F2,0.50367698
L102,10,F3,0.2454076
L102,10,F4,0.39311466
L102,10,F5,0.34187181
L102,10,F6,0.22244983
L102,10,F7,0.27386013
L102,10,F8,0.31009783
L102,20,F1,0.35934826
L102,20,F2,0.60274979
L102,20,F3,0.44893401
L102,20,F4,0.52492897
L102,20,F5,0.37065331
L102,20,F6,0.33722585
L102,20,F7,0.34803162
L102,20,F8,0.45977739
L103,10,F1,0.27368598
L103,10,F2,0.22295944
L103,10,F3,0.49459778
L103,10,F4,0.22630112
L103,10,F5,0.51217143
L103,10,F6,0.3160953
L103,10,F7,0.26643503
L103,10,F8,0.24331114
L103,20,F1,0.46916847
L103,20,F2,0.52299457
L103,20,F3,0.47883645
L103,20,F4,0.54251632
L103,20,F5,0.63449989
L103,20,F6,0.37283347
L103,20,F7,0.29644025
L103,20,F8,0.41013386
L104,10,F1,0.23602409
L104,10,F2,0.24615078
L104,10,F3,0.31474363
L104,10,F4,0.23241059
L104,10,F5,0.40586719
L104,10,F6,0.24378253
L104,10,F7,0.40936573
L104,10,F8,0.27052451
L104,20,F1,0.3833292
L104,20,F2,0.30601648
L104,20,F3,0.43491442
L104,20,F4,0.51061455
L104,20,F5,0.55430715
L104,20,F6,0.53890666
L104,20,F7,0.4929507
L104,20,F8,0.55063046
L105,10,F1,0.30453503
L105,10,F2,0.31780486
L105,10,F3,0.23092392
L105,10,F4,0.18814093
L105,10,F5,0.20220929
L105,10,F6,0.20128589
L105,10,F7,0.33575861
L105,10,F8,0.19173333
L105,20,F1,0.40546828
L105,20,F2,0.40318057
L105,20,F3,0.24690341
L105,20,F4,0.23720456
L105,20,F5,0.3356768
L105,20,F6,0.3872809
L105,20,F7,0.51668598
L105,20,F8,0.2428637
L106,10,F1,0.31892678
L106,10,F2,0.28546715
L106,10,F3,0.22676448
L106,10,F4,0.37577606
L106,10,F5,0.36696753
L106,10,F6,0.17171242
L106,10,F7,0.2163604
L106,10,F8,0.33183784
L106,20,F1,0.55606425
L106,20,F2,0.30452188
L106,20,F3,0.38533872
L106,20,F4,0.37255352
L106,20,F5,0.36363561
L106,20,F6,0.52196598
L106,20,F7,0.31204892
L106,20,F8,0.34355506
L107,10,F1,0.2985829
L107,10,F2,0.29006442
L107,10,F3,0.40839348
L107,10,F4,0.24842218
L107,10,F5,0.39121258
L107,10,F6,0.43562696
L107,10,F7,0.28147461
L107,10,F8,0.51091672
L107,20,F1,0.46203765
L107,20,F2,0.35879889
L107,20,F3,0.42299512
L107,20,F4,0.44651392
L107,20,F5,0.51242834
L107,20,F6,0.44297075
L107,20,F7,0.38349902
L107,20,F8,0.51000912
L108,10,F1,0.39981378
L108,10,F2,0.27303077
L108,10,F3,0.60819298
L108,10,F4,0.38309185
L108,10,F5,0.49664475
L108,10,F6,0.45456834
L108,10,F7,0.47506707
L108,10,F8,0.48842568
L108,20,F1,0.5346624
L108,20,F2,0.62933435
L108,20,F3,0.65752912
L108,20,F4,0.52804548
L108,20,F5,0.71812942
L108,20,F6,0.66145177
L108,20,F7,0.62121644
L108,20,F8,0.66626238
L109,10,F1,0.36042694
L109,10,F2,0.541894
L109,10,F3,0.25893607
L109,10,F4,0.3581736
L109,10,F5,0.39457154
L109,10,F6,0.45913136
L109,10,F7,0.3646771
L109,10,F8,0.48656133
L109,20,F1,0.57629934
L109,20,F2,0.52591338
L109,20,F3,0.45086217
L109,20,F4,0.68486981
L109,20,F5,0.54654419
L109,20,F6,0.64007276
L109,20,F7,0.41007697
L109,20,F8,0.65171272
L110,10,F1,0.4600145
L110,10,F2,0.29309677
L110,10,F3,0.4396082
L110,10,F4,0.26111974
L110,10,F5,0.3800939
L110,10,F6,0.41380408
L110,10,F7,0.24011803
L110,10,F8,0.33664434
L110,20,F1,0.45207004
L110,20,F2,0.4033678
L110,20,F3,0.51043262
L110,20,F4,0.42283724
L110,20,F5,0.46876238
L110,20,F6,0.48788367
L110,20,F7,0.41421103
L110,20,F8,0.43834021
L111,10,F1,0.37739547
L111,10,F2,0.25017496
L111,10,F3,0.43824875
L111,10,F4,0.51350133
L111,10,F5,0.4303954
L111,10,F6,0.29710859
L111,10,F7,0.27511479
L111,10,F8,0.4110063
L111,20,F1,0.54784828
L111,20,F2,0.49035167
L111,20,F3,0.43793122
L111,20,F4,0.49818997
L111,20,F5,0.51427381
L111,20,F6,0.43472151
L111,20,F7,0.40447956
L111,20,F8,0.41539547
L112,10,F1,0.36784954
L112,10,F2,0.55604102
L112,10,F3,0.22262018
L112,10,F4,0.3862335
L112,10,F5,0.24962275
L112,10,F6,0.22626432
L112,10,F7,0.20528894
L112,10,F8,0.36842544
L112,20,F1,0.48763731
L112,20,F2,0.61561356
L112,20,F3,0.29110869
L112,20,F4,0.49641473
L112,20,F5,0.39734514
L112,20,F6,0.50149505
L112,20,F7,0.30446112
L112,20,F8,0.38623306
L113,10,F1,0.43535292
L113,10,F2,0.24190691
L113,10,F3,0.4292396
L113,10,F4,0.42303642
L113,10,F5,0.31407645
L113,10,F6,0.25432973
L113,10,F7,0.56416019
L113,10,F8,0.54371334
L113,20,F1,0.42335908
L113,20,F2,0.3358028
L113,20,F3,0.54293539
L113,20,F4,0.41164249
L113,20,F5,0.47947698
L113,20,F6,0.43997563
L113,20,F7,0.59441476
L113,20,F8,0.49959825
L114,10,F1,0.50745436
L114,10,F2,0.34691618
L114,10,F3,0.32346416
L114,10,F4,0.42983523
L114,10,F5,0.3308535
L114,10,F6,0.34044923
L114,10,F7,0.45854476
L114,10,F8,0.29113677
L114,20,F1,0.62496153
L114,20,F2,0.44949775
L114,20,F3,0.45693709
L114,20,F4,0.5824779
L114,20,F5,0.4886107
L114,20,F6,0.44419772
L114,20,F7,0.53103513
L114,20,F8,0.42876854
L115,10,F1,0.51015118
L115,10,F2,0.34772831
L115,10,F3,0.48131218
L115,10,F4,0.45413846
L115,10,F5,0.30177059
L115,10,F6,0.59560469
L115,10,F7,0.36285973
L115,10,F8,0.32745296
L115,20,F1,0.60036322
L115,20,F2,0.40820114
L115,20,F3,0.6783422
L115,20,F4,0.64522353
L115,20,F5,0.47091959
L115,20,F6,0.73122844
L115,20,F7,0.7173366
L115,20,F8,0.4228112
L116,10,F1,0.55162461
L116,10,F2,0.26616043
L116,10,F3,0.23752744
L116,10,F4,0.28085124
L116,10,F5,0.29747099
L116,10,F6,0.39805276
L116,10,F7,0.42201616
L116,10,F8,0.22261791
L116,20,F1,0.64616929
L116,20,F2,0.38693032
L116,20,F3,0.60722183
L116,20,F4,0.48364471
L116,20,F5,0.49228545
L116,20,F6,0.56136312
L116,20,F7,0.40576625
L116,20,F8,0.51929983
L117,10,F1,0.26661546
L117,10,F2,0.23672231
L117,10,F3,0.24701026
L117,10,F4,0.23450436
L117,10,F5,0.38864149
L117,10,F6,0.37139514
L117,10,F7,0.44537694
L117,10,F8,0.35783463
L117,20,F1,0.3991776
L117,20,F2,0.34297182
L117,20,F3,0.40373736
L117,20,F4,0.36777238
L117,20,F5,0.5507586
L117,20,F6,0.38343879
L117,20,F7,0.51549016
L117,20,F8,0.53562155
L118,10,F1,0.21895746
L118,10,F2,0.38663909
L118,10,F3,0.28209492
L118,10,F4,0.49178303
L118,10,F5,0.33465771
L118,10,F6,0.34914942
L118,10,F7,0.212812
L118,10,F8,0.23194547
L118,20,F1,0.3080849
L118,20,F2,0.38237779
L118,20,F3,0.3284033
L118,20,F4,0.46352976
L118,20,F5,0.34183709
L118,20,F6,0.4709944
L118,20,F7,0.47561575
L118,20,F8,0.28847754
L119,10,F1,0.31639314
L119,10,F2,0.25004657
L119,10,F3,0.23359396
L119,10,F4,0.19522872
L119,10,F5,0.38000406
L119,10,F6,0.33156163
L119,10,F7,0.30020457
L119,10,F8,0.48737766
L119,20,F1,0.41491114
L119,20,F2,0.47259395
L119,20,F3,0.29246044
L119,20,F4,0.23473147
L119,20,F5,0.45077873
L119,20,F6,0.31502806
L119,20,F7,0.48049156
L119,20,F8,0.55389516
L120,10,F1,0.2211572
L120,10,F2,0.545944
L120,10,F3,0.3162693
L120,10,F4,0.35645442
L120,10,F5,0.28538463
L120,10,F6,0.31023501
L120,10,F7,0.33539005
L120,10,F8,0.31548548
L120,20,F1,0.47096429
L120,20,F2,0.62469657
L120,20,F3,0.34567048
L120,20,F4,0.56786816
L120,20,F5,0.43356357
L120,20,F6,0.57786249
L120,20,F7,0.48005932
L120,20,F8,0.34766023
L121,10,F1,0.47735209
L121,10,F2,0.47752117
L121,10,F3,0.49284029
L121,10,F4,0.27073931
L121,10,F5,0.27164063
L121,10,F6,0.31694839
L121,10,F7,0.57942498
L121,10,F8,0.69492706
L121,20,F1,0.67084903
L121,20,F2,0.58855341
L121,20,F3,0.69378018
L121,20,F4,0.52422174
L121,20,F5,0.53129124
L121,20,F6,0.49587137
L121,20,F7,0.69823312
L121,20,F8,0.76792579
L122,10,F1,0.27170856
L122,10,F2,0.34103762
L122,10,F3,0.32999461
L122,10,F4,0.49978577
L122,10,F5,0.24502519
L122,10,F6,0.43696086
L122,10,F7,0.3313476
L122,10,F8,0.51164673
L122,20,F1,0.44923668
L122,20,F2,0.38037279
L122,20,F3,0.36808738
L122,20,F4,0.47226569
L122,20,F5,0.41876659
L122,20,F6,0.41831403
L122,20,F7,0.44932836
L122,20,F8,0.64867366
L123,10,F1,0.21989823
L123,10,F2,0.27350098
L123,10,F3,0.49273416
L123,10,F4,0.42448428
L123,10,F5,0.32304667
L123,10,F6,0.24003423
L123,10,F7,0.22660432
L123,10,F8,0.3204522
L123,20,F1,0.30119211
L123,20,F2,0.28264032
L123,20,F3,0.4502045
L123,20,F4,0.4795833
L123,20,F5,0.53174199
L123,20,F6,0.35859236
L123,20,F7,0.30197197
L123,20,F8,0.50909525
L124,10,F1,0.45690809
L124,10,F2,0.3150105
L124,10,F3,0.44354386
L124,10,F4,0.50452551
L124,10,F5,0.29829542
L124,10,F6,0.35581205
L124,10,F7,0.57874143
L124,10,F8,0.37322974
L124,20,F1,0.57198352
L124,20,F2,0.66720331
L124,20,F3,0.57271999
L124,20,F4,0.49838816
L124,20,F5,0.53052458
L124,20,F6,0.59299317
L124,20,F7,0.65478653
L124,20,F8,0.42520398
L125,10,F1,0.31864633
L125,10,F2,0.24570504
L125,10,F3,0.42004801
L125,10,F4,0.28162372
L125,10,F5,0.25593218
L125,10,F6,0.31948143
L125,10,F7,0.41238761
L125,10,F8,0.44080456
L125,20,F1,0.59470019
L125,20,F2,0.57816846
L125,20,F3,0.44503262
L125,20,F4,0.39457933
L125,20,F5,0.55252671
