learner_id,session_id,task_id,day,question_id,concept_id,correct,source_turn,mastery_before
L032,L032_S02,L032_S02_Q01,3,Q0013,F5,0,L032_S02_T002,0.15288275
L032,L032_S02,L032_S02_Q02,3,Q0004,F2,0,L032_S02_T007,0.18722574
L032,L032_S02,L032_S02_Q03,3,Q0006,F2,1,L032_S02_T012,0.22912739
L032,L032_S02,L032_S02_Q04,3,Q0019,F7,0,L032_S02_T017,0.19102688
L032,L032_S02,L032_S02_Q05,3,Q0001,F1,0,L032_S02_T022,0.20977657
L032,L032_S03,L032_S03_Q01,6,Q0016,F6,0,L032_S03_T002,0.24097164
L032,L032_S03,L032_S03_Q02,6,Q0024,F8,0,L032_S03_T007,0.23100954
L032,L032_S03,L032_S03_Q03,6,Q0016,F6,0,L032_S03_T012,0.28010248
L032,L032_S03,L032_S03_Q04,6,Q0009,F3,1,L032_S03_T017,0.29041976
L032,L032_S03,L032_S03_Q05,6,Q0020,F7,0,L032_S03_T022,0.22449192
L032,L032_S04,L032_S04_Q01,8,Q0010,F4,1,L032_S04_T002,0.25238019
L032,L032_S04,L032_S04_Q02,8,Q0013,F5,0,L032_S04_T007,0.18509293
L032,L032_S04,L032_S04_Q03,8,Q0009,F3,0,L032_S04_T012,0.46208765
L032,L032_S04,L032_S04_Q04,8,Q0010,F4,0,L032_S04_T017,0.44509365
L032,L032_S04,L032_S04_Q05,8,Q0004,F2,1,L032_S04_T022,0.40288576
L032,L032_S05,L032_S05_Q01,11,Q0018,F6,0,L032_S05_T002,0.29871771
L032,L032_S05,L032_S05_Q02,11,Q0014,F5,0,L032_S05_T007,0.21906317
L032,L032_S05,L032_S05_Q03,11,Q0001,F1,0,L032_S05_T012,0.22755391
L032,L032_S05,L032_S05_Q04,11,Q0021,F7,0,L032_S05_T017,0.2490498
L032,L032_S05,L032_S05_Q05,11,Q0019,F7,0,L032_S05_T022,0.28776418
L032,L032_S06,L032_S06_Q01,13,Q0015,F5,1,L032_S06_T002,0.25316531
L032,L032_S06,L032_S06_Q02,13,Q0024,F8,0,L032_S06_T007,0.2488185
L032,L032_S06,L032_S06_Q03,13,Q0008,F3,0,L032_S06_T012,0.46125558
L032,L032_S06,L032_S06_Q04,13,Q0006,F2,1,L032_S06_T017,0.52433381
L032,L032_S06,L032_S06_Q05,13,Q0009,F3,1,L032_S06_T022,0.48902993
L032,L032_S07,L032_S07_Q01,16,Q0001,F1,0,L032_S07_T002,0.25178458
L032,L032_S07,L032_S07_Q02,16,Q0011,F4,0,L032_S07_T007,0.43028276
L032,L032_S07,L032_S07_Q03,16,Q0001,F1,0,L032_S07_T012,0.29035798
L032,L032_S07,L032_S07_Q04,16,Q0024,F8,0,L032_S07_T017,0.27736335
L032,L032_S07,L032_S07_Q05,16,Q0019,F7,0,L032_S07_T022,0.30556066
L032,L032_S08,L032_S08_Q01,18,Q0011,F4,1,L032_S08_T002,0.44873846
L032,L032_S08,L032_S08_Q02,18,Q0005,F2,1,L032_S08_T007,0.60921966
L032,L032_S08,L032_S08_Q03,18,Q0003,F1,0,L032_S08_T012,0.31917884
L032,L032_S08,L032_S08_Q04,18,Q0024,F8,0,L032_S08_T017,0.30714682
L032,L032_S08,L032_S08_Q05,18,Q0017,F6,0,L032_S08_T022,0.30785519
L033,L033_S01,L033_S01_Q01,1,Q0018,F6,0,L033_S01_T002,0.1038206
L033,L033_S01,L033_S01_Q02,1,Q0014,F5,1,L033_S01_T007,0.26609754
L033,L033_S01,L033_S01_Q03,1,Q0010,F4,0,L033_S01_T012,0.17391179
L033,L033_S01,L033_S01_Q04,1,Q0016,F6,0,L033_S01_T017,0.14057127
L033,L033_S01,L033_S01_Q05,1,Q0007,F3,0,L033_S01_T022,0.30691745
L033,L033_S02,L033_S02_Q01,3,Q0003,F1,0,L033_S02_T002,0.2023973
L033,L033_S02,L033_S02_Q02,3,Q0006,F2,0,L033_S02_T007,0.10921238
L033,L033_S02,L033_S02_Q03,3,Q0013,F5,1,L033_S02_T012,0.40008157
L033,L033_S02,L033_S02_Q04,3,Q0023,F8,0,L033_S02_T017,0.16764558
L033,L033_S02,L033_S02_Q05,3,Q0017,F6,0,L033_S02_T022,0.16885282
L033,L033_S03,L033_S03_Q01,6,Q0020,F7,0,L033_S03_T002,0.12310339
L033,L033_S03,L033_S03_Q02,6,Q0006,F2,0,L033_S03_T007,0.13717144
L033,L033_S03,L033_S03_Q03,6,Q0006,F2,0,L033_S03_T012,0.17255444
L033,L033_S03,L033_S03_Q04,6,Q0007,F3,0,L033_S03_T017,0.30312141
L033,L033_S03,L033_S03_Q05,6,Q0002,F1,0,L033_S03_T022,0.2212799
L033,L033_S04,L033_S04_Q01,8,Q0019,F7,0,L033_S04_T002,0.15276461
L033,L033_S04,L033_S04_Q02,8,Q0011,F4,0,L033_S04_T007,0.18038709
L033,L033_S04,L033_S04_Q03,8,Q0020,F7,0,L033_S04_T012,0.18750817
L033,L033_S04,L033_S04_Q04,8,Q0022,F8,1,L033_S04_T017,0.18239279
L033,L033_S04,L033_S04_Q05,8,Q0005,F2,0,L033_S04_T022,0.19830988
L033,L033_S05,L033_S05_Q01,11,Q0016,F6,1,L033_S05_T002,0.17265197
L033,L033_S05,L033_S05_Q02,11,Q0011,F4,0,L033_S05_T007,0.20141354
L033,L033_S05,L033_S05_Q03,11,Q0022,F8,0,L033_S05_T012,0.32945141
L033,L033_S05,L033_S05_Q04,11,Q0012,F4,0,L033_S05_T017,0.2341621
L033,L033_S05,L033_S05_Q05,11,Q0005,F2,0,L033_S05_T022,0.2175906
L033,L033_S06,L033_S06_Q01,13,Q0021,F7,0,L033_S06_T002,0.19961079
L033,L033_S06,L033_S06_Q02,13,Q0007,F3,0,L033_S06_T007,0.28795791
L033,L033_S06,L033_S06_Q03,13,Q0001,F1,0,L033_S06_T012,0.21982243
L033,L033_S06,L033_S06_Q04,13,Q0019,F7,1,L033_S06_T017,0.23243328
L033,L033_S06,L033_S06_Q05,13,Q0009,F3,0,L033_S06_T022,0.31715744
L033,L033_S07,L033_S07_Q01,16,Q0023,F8,1,L033_S07_T002,0.32265511
L033,L033_S07,L033_S07_Q02,16,Q0020,F7,1,L033_S07_T007,0.36689225
L033,L033_S07,L033_S07_Q03,16,Q0006,F2,0,L033_S07_T012,0.22568792
L033,L033_S07,L033_S07_Q04,16,Q0005,F2,0,L033_S07_T017,0.25744103
L033,L033_S07,L033_S07_Q05,16,Q0013,F5,0,L033_S07_T022,0.40227111
L033,L033_S08,L033_S08_Q01,18,Q0001,F1,0,L033_S08_T002,0.2276226
L033,L033_S08,L033_S08_Q02,18,Q0011,F4,0,L033_S08_T007,0.23054725
L033,L033_S08,L033_S08_Q03,18,Q0001,F1,1,L033_S08_T012,0.25929637
L033,L033_S08,L033_S08_Q04,18,Q0017,F6,1,L033_S08_T017,0.29715394
L033,L033_S08,L033_S08_Q05,18,Q0015,F5,1,L033_S08_T022,0.40988285
L034,L034_S01,L034_S01_Q01,1,Q0024,F8,0,L034_S01_T002,0.29018582
L034,L034_S01,L034_S01_Q02,1,Q0018,F6,0,L034_S01_T007,0.34238543
L034,L034_S01,L034_S01_Q03,1,Q0021,F7,0,L034_S01_T012,0.28876707
L034,L034_S01,L034_S01_Q04,1,Q0004,F2,0,L034_S01_T017,0.13458732
L034,L034_S01,L034_S01_Q05,1,Q0015,F5,0,L034_S01_T022,0.11097413
L034,L034_S02,L034_S02_Q01,3,Q0004,F2,0,L034_S02_T002,0.17667178
L034,L034_S02,L034_S02_Q02,3,Q0015,F5,0,L034_S02_T007,0.15514375
L034,L034_S02,L034_S02_Q03,3,Q0012,F4,0,L034_S02_T012,0.24623432
L034,L034_S02,L034_S02_Q04,3,Q0017,F6,0,L034_S02_T017,0.36612033
L034,L034_S02,L034_S02_Q05,3,Q0021,F7,0,L034_S02_T022,0.31723673
L034,L034_S03,L034_S03_Q01,6,Q0024,F8,0,L034_S03_T002,0.30226645
L034,L034_S03,L034_S03_Q02,6,Q0009,F3,0,L034_S03_T007,0.24422909
L034,L034_S03,L034_S03_Q03,6,Q0013,F5,0,L034_S03_T012,0.19202887
L034,L034_S03,L034_S03_Q04,6,Q0005,F2,0,L034_S03_T017,0.21131597
L034,L034_S03,L034_S03_Q05,6,Q0011,F4,0,L034_S03_T022,0.27363753
L034,L034_S04,L034_S04_Q01,8,Q0013,F5,0,L034_S04_T002,0.22904097
L034,L034_S04,L034_S04_Q02,8,Q0001,F1,1,L034_S04_T007,0.21956791
L034,L034_S04,L034_S04_Q03,8,Q0006,F2,1,L034_S04_T012,0.24662493
L034,L034_S04,L034_S04_Q04,8,Q0007,F3,0,L034_S04_T017,0.27663166
L034,L034_S04,L034_S04_Q05,8,Q0003,F1,0,L034_S04_T022,0.43765228
L034,L034_S05,L034_S05_Q01,11,Q0010,F4,0,L034_S05_T002,0.28794978
L034,L034_S05,L034_S05_Q02,11,Q0015,F5,0,L034_S05_T007,0.25823389
L034,L034_S05,L034_S05_Q03,11,Q0003,F1,0,L034_S05_T012,0.44513017
L034,L034_S05,L034_S05_Q04,11,Q0020,F7,0,L034_S05_T017,0.30904116
L034,L034_S05,L034_S05_Q05,11,Q0018,F6,0,L034_S05_T022,0.34917324
L034,L034_S06,L034_S06_Q01,13,Q0015,F5,0,L034_S06_T002,0.28939977
L034,L034_S06,L034_S06_Q02,13,Q0023,F8,0,L034_S06_T007,0.30198061
L034,L034_S06,L034_S06_Q03,13,Q0009,F3,0,L034_S06_T012,0.29054014
L034,L034_S06,L034_S06_Q04,13,Q0022,F8,0,L034_S06_T017,0.34099159
L034,L034_S06,L034_S06_Q05,13,Q0010,F4,0,L034_S06_T022,0.31649161
L034,L034_S07,L034_S07_Q01,16,Q0015,F5,0,L034_S07_T002,0.31230975
L034,L034_S07,L034_S07_Q02,16,Q0005,F2,1,L034_S07_T007,0.39752294
L034,L034_S07,L034_S07_Q03,16,Q0013,F5,0,L034_S07_T012,0.35074346
L034,L034_S07,L034_S07_Q04,16,Q0008,F3,0,L034_S07_T017,0.31333141
L034,L034_S07,L034_S07_Q05,16,Q0002,F1,1,L034_S07_T022,0.43631583
L034,L034_S08,L034_S08_Q01,18,Q0015,F5,0,L034_S08_T002,0.37374031
L034,L034_S08,L034_S08_Q02,18,Q0004,F2,0,L034_S08_T007,0.54644966
L034,L034_S08,L034_S08_Q03,18,Q0018,F6,1,L034_S08_T012,0.34116841
L034,L034_S08,L034_S08_Q04,18,Q0020,F7,0,L034_S08_T017,0.30764047
L034,L034_S08,L034_S08_Q05,18,Q0009,F3,1,L034_S08_T022,0.33963192
L035,L035_S01,L035_S01_Q01,1,Q0017,F6,0,L035_S01_T002,0.32155399
L035,L035_S01,L035_S01_Q02,1,Q0007,F3,0,L035_S01_T007,0.12004359
L035,L035_S01,L035_S01_Q03,1,Q0019,F7,0,L035_S01_T012,0.25030504
L035,L035_S01,L035_S01_Q04,1,Q0006,F2,0,L035_S01_T017,0.12904905
L035,L035_S01,L035_S01_Q05,1,Q0002,F1,0,L035_S01_T022,0.15618783
L035,L035_S02,L035_S02_Q01,3,Q0010,F4,0,L035_S02_T002,0.1361429
L035,L035_S02,L035_S02_Q02,3,Q0021,F7,0,L035_S02_T007,0.27014637
L035,L035_S02,L035_S02_Q03,3,Q0010,F4,0,L035_S02_T012,0.16848668
L035,L035_S02,L035_S02_Q04,3,Q0009,F3,0,L035_S02_T017,0.14846812
L035,L035_S02,L035_S02_Q05,3,Q0005,F2,0,L035_S02_T022,0.15688019
L035,L035_S03,L035_S03_Q01,6,Q0022,F8,0,L035_S03_T002,0.20915574
L035,L035_S03,L035_S03_Q02,6,Q0015,F5,0,L035_S03_T007,0.16017788
L035,L035_S03,L035_S03_Q03,6,Q0009,F3,0,L035_S03_T012,0.17241371
L035,L035_S03,L035_S03_Q04,6,Q0018,F6,0,L035_S03_T017,0.32188331
L035,L035_S03,L035_S03_Q05,6,Q0012,F4,0,L035_S03_T022,0.19083477
L035,L035_S04,L035_S04_Q01,8,Q0024,F8,0,L035_S04_T002,0.23170848
L035,L035_S04,L035_S04_Q02,8,Q0008,F3,0,L035_S04_T007,0.19738746
L035,L035_S04,L035_S04_Q03,8,Q0014,F5,0,L035_S04_T012,0.18595787
L035,L035_S04,L035_S04_Q04,8,Q0004,F2,1,L035_S04_T017,0.17482954
L035,L035_S04,L035_S04_Q05,8,Q0003,F1,0,L035_S04_T022,0.16906199
L035,L035_S05,L035_S05_Q01,11,Q0018,F6,0,L035_S05_T002,0.32217739
L035,L035_S05,L035_S05_Q02,11,Q0007,F3,0,L035_S05_T007,0.21742925
L035,L035_S05,L035_S05_Q03,11,Q0001,F1,0,L035_S05_T012,0.19136418
L035,L035_S05,L035_S05_Q04,11,Q0011,F4,1,L035_S05_T017,0.205151
L035,L035_S05,L035_S05_Q05,11,Q0014,F5,0,L035_S05_T022,0.20691175
L035,L035_S06,L035_S06_Q01,13,Q0001,F1,1,L035_S06_T002,0.21508924
L035,L035_S06,L035_S06_Q02,13,Q0002,F1,1,L035_S06_T007,0.36202895
L035,L035_S06,L035_S06_Q03,13,Q0015,F5,0,L035_S06_T012,0.22961236
L035,L035_S06,L035_S06_Q04,13,Q0021,F7,1,L035_S06_T017,0.2560331
L035,L035_S06,L035_S06_Q05,13,Q0022,F8,0,L035_S06_T022,0.24165123
L035,L035_S07,L035_S07_Q01,16,Q0007,F3,0,L035_S07_T002,0.22889988
L035,L035_S07,L035_S07_Q02,16,Q0013,F5,1,L035_S07_T007,0.24708258
L035,L035_S07,L035_S07_Q03,16,Q0011,F4,0,L035_S07_T012,0.32837323
L035,L035_S07,L035_S07_Q04,16,Q0016,F6,0,L035_S07_T017,0.32244001
L035,L035_S07,L035_S07_Q05,16,Q0006,F2,1,L035_S07_T022,0.29206446
L035,L035_S08,L035_S08_Q01,18,Q0012,F4,0,L035_S08_T002,0.34307047
L035,L035_S08,L035_S08_Q02,18,Q0005,F2,1,L035_S08_T007,0.41204398
L035,L035_S08,L035_S08_Q03,18,Q0019,F7,0,L035_S08_T012,0.3667413
L035,L035_S08,L035_S08_Q04,18,Q0022,F8,0,L035_S08_T017,0.25053012
L035,L035_S08,L035_S08_Q05,18,Q0008,F3,0,L035_S08_T022,0.25015164
L036,L036_S01,L036_S01_Q01,1,Q0018,F6,0,L036_S01_T002,0.19514536
L036,L036_S01,L036_S01_Q02,1,Q0013,F5,0,L036_S01_T007,0.13914118
L036,L036_S01,L036_S01_Q03,1,Q0004,F2,0,L036_S01_T012,0.25450604
L036,L036_S01,L036_S01_Q04,1,Q0001,F1,0,L036_S01_T017,0.21833886
L036,L036_S01,L036_S01_Q05,1,Q0022,F8,0,L036_S01_T022,0.12926749
L036,L036_S02,L036_S02_Q01,3,Q0023,F8,0,L036_S02_T002,0.15918094
L036,L036_S02,L036_S02_Q02,3,Q0007,F3,1,L036_S02_T007,0.14623576
L036,L036_S02,L036_S02_Q03,3,Q0013,F5,0,L036_S02_T012,0.16835104
L036,L036_S02,L036_S02_Q04,3,Q0004,F2,0,L036_S02_T017,0.27549518
L036,L036_S02,L036_S02_Q05,3,Q0010,F4,0,L036_S02_T022,0.22515382
L036,L036_S03,L036_S03_Q01,6,Q0002,F1,1,L036_S03_T002,0.23033946
L036,L036_S03,L036_S03_Q02,6,Q0019,F7,1,L036_S03_T007,0.24891252
L036,L036_S03,L036_S03_Q03,6,Q0009,F3,1,L036_S03_T012,0.30355571
L036,L036_S03,L036_S03_Q04,6,Q0012,F4,0,L036_S03_T017,0.24421365
L036,L036_S03,L036_S03_Q05,6,Q0022,F8,0,L036_S03_T022,0.18393437
L036,L036_S04,L036_S04_Q01,8,Q0009,F3,0,L036_S04_T002,0.43004275
L036,L036_S04,L036_S04_Q02,8,Q0014,F5,1,L036_S04_T007,0.18613336
L036,L036_S04,L036_S04_Q03,8,Q0018,F6,1,L036_S04_T012,0.20308603
L036,L036_S04,L036_S04_Q04,8,Q0019,F7,0,L036_S04_T017,0.38784498
L036,L036_S04,L036_S04_Q05,8,Q0015,F5,0,L036_S04_T022,0.35063132
L036,L036_S05,L036_S05_Q01,11,Q0023,F8,0,L036_S05_T002,0.19991428
L036,L036_S05,L036_S05_Q02,11,Q0023,F8,0,L036_S05_T007,0.2322568
L036,L036_S05,L036_S05_Q03,11,Q0009,F3,1,L036_S05_T012,0.43142021
L036,L036_S05,L036_S05_Q04,11,Q0011,F4,0,L036_S05_T017,0.2532215
L036,L036_S05,L036_S05_Q05,11,Q0012,F4,0,L036_S05_T022,0.28340913
L036,L036_S06,L036_S06_Q01,13,Q0004,F2,1,L036_S06_T002,0.25886119
L036,L036_S06,L036_S06_Q02,13,Q0001,F1,0,L036_S06_T007,0.34421638
L036,L036_S06,L036_S06_Q03,13,Q0019,F7,1,L036_S06_T012,0.38024005
L036,L036_S06,L036_S06_Q04,13,Q0023,F8,0,L036_S06_T017,0.25483138
L036,L036_S06,L036_S06_Q05,13,Q0023,F8,1,L036_S06_T022,0.28495394
L036,L036_S07,L036_S07_Q01,16,Q0017,F6,1,L036_S07_T002,0.3195589
L036,L036_S07,L036_S07_Q02,16,Q0015,F5,0,L036_S07_T007,0.33072436
L036,L036_S07,L036_S07_Q03,16,Q0019,F7,0,L036_S07_T012,0.48133658
L036,L036_S07,L036_S07_Q04,16,Q0009,F3,1,L036_S07_T017,0.5035033
L036,L036_S07,L036_S07_Q05,16,Q0001,F1,1,L036_S07_T022,0.35300085
L036,L036_S08,L036_S08_Q01,18,Q0014,F5,1,L036_S08_T002,0.34628229
L036,L036_S08,L036_S08_Q02,18,Q0017,F6,1,L036_S08_T007,0.44240109
L036,L036_S08,L036_S08_Q03,18,Q0012,F4,0,L036_S08_T012,0.27863279
L036,L036_S08,L036_S08_Q04,18,Q0006,F2,0,L036_S08_T017,0.37661714
L036,L036_S08,L036_S08_Q05,18,Q0011,F4,1,L036_S08_T022,0.3077932
L037,L037_S01,L037_S01_Q01,1,Q0015,F5,0,L037_S01_T002,0.33678374
L037,L037_S01,L037_S01_Q02,1,Q0003,F1,0,L037_S01_T007,0.22374876
L037,L037_S01,L037_S01_Q03,1,Q0004,F2,0,L037_S01_T012,0.10330582
L037,L037_S01,L037_S01_Q04,1,Q0005,F2,0,L037_S01_T017,0.14542872
L037,L037_S01,L037_S01_Q05,1,Q0010,F4,0,L037_S01_T022,0.32630884
L037,L037_S02,L037_S02_Q01,3,Q0009,F3,0,L037_S02_T002,0.18825074
L037,L037_S02,L037_S02_Q02,3,Q0004,F2,0,L037_S02_T007,0.18086035
L037,L037_S02,L037_S02_Q03,3,Q0023,F8,1,L037_S02_T012,0.17461352
L037,L037_S02,L037_S02_Q04,3,Q0024,F8,0,L037_S02_T017,0.36847931
L037,L037_S02,L037_S02_Q05,3,Q0016,F6,0,L037_S02_T022,0.19525621
L037,L037_S03,L037_S03_Q01,6,Q0021,F7,0,L037_S03_T002,0.28559257
L037,L037_S03,L037_S03_Q02,6,Q0011,F4,0,L037_S03_T007,0.33566181
L037,L037_S03,L037_S03_Q03,6,Q0005,F2,0,L037_S03_T012,0.21103832
L037,L037_S03,L037_S03_Q04,6,Q0008,F3,1,L037_S03_T017,0.21781496
L037,L037_S03,L037_S03_Q05,6,Q0017,F6,1,L037_S03_T022,0.22423866
L037,L037_S04,L037_S04_Q01,8,Q0009,F3,0,L037_S04_T002,0.39133696
L037,L037_S04,L037_S04_Q02,8,Q0002,F1,0,L037_S04_T007,0.23781073
L037,L037_S04,L037_S04_Q03,8,Q0015,F5,0,L037_S04_T012,0.33626125
L037,L037_S04,L037_S04_Q04,8,Q0006,F2,1,L037_S04_T017,0.24180005
L037,L037_S04,L037_S04_Q05,8,Q0021,F7,1,L037_S04_T022,0.31104773
L037,L037_S05,L037_S05_Q01,11,Q0021,F7,1,L037_S05_T002,0.45497058
L037,L037_S05,L037_S05_Q02,11,Q0004,F2,1,L037_S05_T007,0.40399305
L037,L037_S05,L037_S05_Q03,11,Q0006,F2,0,L037_S05_T012,0.54398245
L037,L037_S05,L037_S05_Q04,11,Q0002,F1,1,L037_S05_T017,0.26325918
L037,L037_S05,L037_S05_Q05,11,Q0008,F3,0,L037_S05_T022,0.40403559
L037,L037_S06,L037_S06_Q01,13,Q0020,F7,0,L037_S06_T002,0.56818187
L037,L037_S06,L037_S06_Q02,13,Q0011,F4,0,L037_S06_T007,0.33528408
L037,L037_S06,L037_S06_Q03,13,Q0015,F5,0,L037_S06_T012,0.34455596
L037,L037_S06,L037_S06_Q04,13,Q0017,F6,0,L037_S06_T017,0.3714555
L037,L037_S06,L037_S06_Q05,13,Q0024,F8,1,L037_S06_T022,0.35009537
L037,L037_S07,L037_S07_Q01,16,Q0011,F4,0,L037_S07_T002,0.3526377
L037,L037_S07,L037_S07_Q02,16,Q0015,F5,0,L037_S07_T007,0.36113959
L037,L037_S07,L037_S07_Q03,16,Q0014,F5,0,L037_S07_T012,0.39115055
L037,L037_S07,L037_S07_Q04,16,Q0009,F3,0,L037_S07_T017,0.40512372
L037,L037_S07,L037_S07_Q05,16,Q0002,F1,0,L037_S07_T022,0.40913014
L037,L037_S08,L037_S08_Q01,18,Q0018,F6,0,L037_S08_T002,0.37600794
L037,L037_S08,L037_S08_Q02,18,Q0013,F5,1,L037_S08_T007,0.40909238
L037,L037_S08,L037_S08_Q03,18,Q0010,F4,0,L037_S08_T012,0.37332078
L037,L037_S08,L037_S08_Q04,18,Q0022,F8,0,L037_S08_T017,0.47143232
L037,L037_S08,L037_S08_Q05,18,Q0003,F1,0,L037_S08_T022,0.42579223
L038,L038_S01,L038_S01_Q01,1,Q0014,F5,0,L038_S01_T002,0.14936387
L038,L038_S01,L038_S01_Q02,1,Q0009,F3,1,L038_S01_T007,0.29602996
L038,L038_S01,L038_S01_Q03,1,Q0012,F4,0,L038_S01_T012,0.18042405
L038,L038_S01,L038_S01_Q04,1,Q0003,F1,0,L038_S01_T017,0.20379384
L038,L038_S01,L038_S01_Q05,1,Q0013,F5,0,L038_S01_T022,0.19006323
L038,L038_S02,L038_S02_Q01,3,Q0017,F6,0,L038_S02_T002,0.18957895
L038,L038_S02,L038_S02_Q02,3,Q0003,F1,0,L038_S02_T007,0.23749123
L038,L038_S02,L038_S02_Q03,3,Q0022,F8,0,L038_S02_T012,0.23980639
L038,L038_S02,L038_S02_Q04,3,Q0017,F6,0,L038_S02_T017,0.22835418
L038,L038_S02,L038_S02_Q05,3,Q0020,F7,0,L038_S02_T022,0.12595535
L038,L038_S03,L038_S03_Q01,6,Q0010,F4,1,L038_S03_T002,0.20979011
L038,L038_S03,L038_S03_Q02,6,Q0005,F2,0,L038_S03_T007,0.1358477
L038,L038_S03,L038_S03_Q03,6,Q0023,F8,1,L038_S03_T012,0.26868111
L038,L038_S03,L038_S03_Q04,6,Q0005,F2,1,L038_S03_T017,0.17719375
L038,L038_S03,L038_S03_Q05,6,Q0020,F7,0,L038_S03_T022,0.16322016
L038,L038_S04,L038_S04_Q01,8,Q0009,F3,1,L038_S04_T002,0.43555203
L038,L038_S04,L038_S04_Q02,8,Q0021,F7,0,L038_S04_T007,0.19956121
L038,L038_S04,L038_S04_Q03,8,Q0005,F2,1,L038_S04_T012,0.36723263
L038,L038_S04,L038_S04_Q04,8,Q0013,F5,0,L038_S04_T017,0.21458309
L038,L038_S04,L038_S04_Q05,8,Q0021,F7,0,L038_S04_T022,0.23785883
L038,L038_S05,L038_S05_Q01,11,Q0022,F8,0,L038_S05_T002,0.42374392
L038,L038_S05,L038_S05_Q02,11,Q0005,F2,1,L038_S05_T007,0.50453036
L038,L038_S05,L038_S05_Q03,11,Q0015,F5,1,L038_S05_T012,0.24531661
L038,L038_S05,L038_S05_Q04,11,Q0015,F5,1,L038_S05_T017,0.42585872
L038,L038_S05,L038_S05_Q05,11,Q0021,F7,0,L038_S05_T022,0.26687707
L038,L038_S06,L038_S06_Q01,13,Q0024,F8,0,L038_S06_T002,0.44311011
L038,L038_S06,L038_S06_Q02,13,Q0018,F6,0,L038_S06_T007,0.24202085
L038,L038_S06,L038_S06_Q03,13,Q0001,F1,0,L038_S06_T012,0.24995812
L038,L038_S06,L038_S06_Q04,13,Q0008,F3,1,L038_S06_T017,0.5450028
L038,L038_S06,L038_S06_Q05,13,Q0014,F5,1,L038_S06_T022,0.55297037
L038,L038_S07,L038_S07_Q01,16,Q0011,F4,0,L038_S07_T002,0.36387055
L038,L038_S07,L038_S07_Q02,16,Q0007,F3,1,L038_S07_T007,0.63610136
L038,L038_S07,L038_S07_Q03,16,Q0001,F1,0,L038_S07_T012,0.27808472
L038,L038_S07,L038_S07_Q04,16,Q0003,F1,0,L038_S07_T017,0.31262533
L038,L038_S07,L038_S07_Q05,16,Q0018,F6,1,L038_S07_T022,0.27073238
L038,L038_S08,L038_S08_Q01,18,Q0011,F4,1,L038_S08_T002,0.38713789
L038,L038_S08,L038_S08_Q02,18,Q0018,F6,1,L038_S08_T007,0.43710035
L038,L038_S08,L038_S08_Q03,18,Q0005,F2,1,L038_S08_T012,0.58430695
L038,L038_S08,L038_S08_Q04,18,Q0019,F7,0,L038_S08_T017,0.28317253
L038,L038_S08,L038_S08_Q05,18,Q0016,F6,0,L038_S08_T022,0.57176223
L039,L039_S01,L039_S01_Q01,1,Q0003,F1,1,L039_S01_T002,0.33878743
L039,L039_S01,L039_S01_Q02,1,Q0010,F4,0,L039_S01_T007,0.21901467
L039,L039_S01,L039_S01_Q03,1,Q0006,F2,0,L039_S01_T012,0.15152117
L039,L039_S01,L039_S01_Q04,1,Q0016,F6,0,L039_S01_T017,0.10460249
L039,L039_S01,L039_S01_Q05,1,Q0022,F8,1,L039_S01_T022,0.33126735
L039,L039_S02,L039_S02_Q01,3,Q0013,F5,0,L039_S02_T002,0.29729834
L039,L039_S02,L039_S02_Q02,3,Q0002,F1,0,L039_S02_T007,0.47309492
L039,L039_S02,L039_S02_Q03,3,Q0008,F3,1,L039_S02_T012,0.22590383
L039,L039_S02,L039_S02_Q04,3,Q0017,F6,0,L039_S02_T017,0.14045481
L039,L039_S02,L039_S02_Q05,3,Q0014,F5,0,L039_S02_T022,0.33011139
L039,L039_S03,L039_S03_Q01,6,Q0018,F6,0,L039_S03_T002,0.16968005
L039,L039_S03,L039_S03_Q02,6,Q0012,F4,0,L039_S03_T007,0.23027695
L039,L039_S03,L039_S03_Q03,6,Q0018,F6,0,L039_S03_T012,0.20845231
L039,L039_S03,L039_S03_Q04,6,Q0006,F2,0,L039_S03_T017,0.17228314
L039,L039_S03,L039_S03_Q05,6,Q0022,F8,1,L039_S03_T022,0.439314
L039,L039_S04,L039_S04_Q01,8,Q0005,F2,1,L039_S04_T002,0.20234921
L039,L039_S04,L039_S04_Q02,8,Q0004,F2,0,L039_S04_T007,0.38858298
L039,L039_S04,L039_S04_Q03,8,Q0021,F7,1,L039_S04_T012,0.28079502
L039,L039_S04,L039_S04_Q04,8,Q0019,F7,0,L039_S04_T017,0.44871344
L039,L039_S04,L039_S04_Q05,8,Q0009,F3,0,L039_S04_T022,0.36651874
L039,L039_S05,L039_S05_Q01,11,Q0003,F1,0,L039_S05_T002,0.42149047
L039,L039_S05,L039_S05_Q02,11,Q0024,F8,1,L039_S05_T007,0.51396302
L039,L039_S05,L039_S05_Q03,11,Q0019,F7,0,L039_S05_T012,0.44578851
L039,L039_S05,L039_S05_Q04,11,Q0006,F2,1,L039_S05_T017,0.39192943
L039,L039_S05,L039_S05_Q05,11,Q0023,F8,1,L039_S05_T022,0.62744188
L039,L039_S06,L039_S06_Q01,13,Q0017,F6,0,L039_S06_T002,0.21219874
L039,L039_S06,L039_S06_Q02,13,Q0021,F7,1,L039_S06_T007,0.45247168
L039,L039_S06,L039_S06_Q03,13,Q0014,F5,0,L039_S06_T012,0.29359928
